BioSample	Experiment	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	source_name	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	cell_type	develpmental_stage
SAMN07278172	SRX2956933	2017-06-27	96	41	SRR5756819	SRS2314136	GSM2684407	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278171	SRX2956934	2017-06-27	91	38	SRR5756820	SRS2314137	GSM2684408	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278170	SRX2956935	2017-06-27	138	59	SRR5756821	SRS2314139	GSM2684409	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278169	SRX2956936	2017-06-27	243	104	SRR5756822	SRS2314138	GSM2684410	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278168	SRX2956937	2017-06-27	151	64	SRR5756823	SRS2314140	GSM2684411	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278167	SRX2956938	2017-06-27	92	39	SRR5756824	SRS2314141	GSM2684412	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278166	SRX2956939	2017-06-27	157	67	SRR5756825	SRS2314142	GSM2684413	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278165	SRX2956940	2017-06-27	168	71	SRR5756826	SRS2314143	GSM2684414	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278164	SRX2956941	2017-06-27	130	55	SRR5756827	SRS2314144	GSM2684415	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278162	SRX2956942	2017-06-27	98	41	SRR5756828	SRS2314146	GSM2684416	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278161	SRX2956943	2017-06-27	189	81	SRR5756829	SRS2314145	GSM2684417	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278160	SRX2956944	2017-06-27	240	103	SRR5756830	SRS2314147	GSM2684418	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278159	SRX2956945	2017-09-18	133	103	SRR5756831	SRS2314148	GSM2684419	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278158	SRX2956946	2017-06-27	85	35	SRR5756832	SRS2314149	GSM2684420	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278163	SRX2956947	2017-06-27	81	33	SRR5756833	SRS2314150	GSM2684421	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278157	SRX2956948	2017-06-27	44	18	SRR5756834	SRS2314151	GSM2684422	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278156	SRX2956949	2017-06-27	94	39	SRR5756835	SRS2314152	GSM2684423	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278155	SRX2956950	2017-06-27	74	31	SRR5756836	SRS2314153	GSM2684424	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278154	SRX2956951	2017-06-27	80	33	SRR5756837	SRS2314154	GSM2684425	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278153	SRX2956952	2017-06-27	87	36	SRR5756838	SRS2314155	GSM2684426	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278152	SRX2956953	2017-06-27	70	29	SRR5756839	SRS2314156	GSM2684427	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278151	SRX2956954	2017-06-27	77	31	SRR5756840	SRS2314158	GSM2684428	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278150	SRX2956955	2017-06-27	104	43	SRR5756841	SRS2314157	GSM2684429	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278149	SRX2956956	2017-06-27	85	35	SRR5756842	SRS2314160	GSM2684430	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278148	SRX2956957	2017-06-27	84	34	SRR5756843	SRS2314159	GSM2684431	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278147	SRX2956958	2017-06-27	56	23	SRR5756844	SRS2314161	GSM2684432	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278146	SRX2956959	2017-06-27	101	41	SRR5756845	SRS2314162	GSM2684433	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278145	SRX2956960	2017-06-27	97	40	SRR5756846	SRS2314163	GSM2684434	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278381	SRX2956961	2017-06-27	36	14	SRR5756847	SRS2314164	GSM2684435	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278380	SRX2956962	2017-06-27	116	48	SRR5756848	SRS2314165	GSM2684436	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278379	SRX2956963	2017-06-27	43	17	SRR5756849	SRS2314166	GSM2684437	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278378	SRX2956964	2017-06-27	111	45	SRR5756850	SRS2314167	GSM2684438	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278377	SRX2956965	2017-06-27	63	26	SRR5756851	SRS2314168	GSM2684439	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278376	SRX2956966	2017-06-27	96	40	SRR5756852	SRS2314169	GSM2684440	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278375	SRX2956967	2017-06-27	54	22	SRR5756853	SRS2314170	GSM2684441	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278374	SRX2956968	2017-06-27	62	26	SRR5756854	SRS2314171	GSM2684442	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278373	SRX2956969	2017-06-27	67	27	SRR5756855	SRS2314172	GSM2684443	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278372	SRX2956970	2017-06-27	73	30	SRR5756856	SRS2314173	GSM2684444	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278371	SRX2956971	2017-06-27	74	30	SRR5756857	SRS2314174	GSM2684445	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278370	SRX2956972	2017-06-27	219	91	SRR5756858	SRS2314175	GSM2684446	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278369	SRX2956973	2017-06-27	44	18	SRR5756859	SRS2314176	GSM2684447	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278368	SRX2956974	2017-06-27	263	109	SRR5756860	SRS2314177	GSM2684448	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278367	SRX2956975	2017-06-27	111	45	SRR5756861	SRS2314178	GSM2684449	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278366	SRX2956976	2017-06-27	249	103	SRR5756862	SRS2314179	GSM2684450	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278365	SRX2956977	2017-06-27	163	67	SRR5756863	SRS2314180	GSM2684451	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278364	SRX2956978	2017-06-27	208	86	SRR5756864	SRS2314181	GSM2684452	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278342	SRX2956979	2017-06-27	348	143	SRR5756865	SRS2314182	GSM2684453	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278493	SRX2956980	2017-06-27	568	234	SRR5756866	SRS2314183	GSM2684454	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278492	SRX2956981	2017-06-27	161	66	SRR5756867	SRS2314185	GSM2684455	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278491	SRX2956982	2017-06-27	639	263	SRR5756868	SRS2314184	GSM2684456	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278490	SRX2956983	2017-06-27	134	48	SRR5756869	SRS2314186	GSM2684457	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278489	SRX2956984	2017-06-27	166	59	SRR5756870	SRS2314187	GSM2684458	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278488	SRX2956985	2017-06-27	171	59	SRR5756871	SRS2314189	GSM2684459	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278487	SRX2956986	2017-06-27	139	52	SRR5756872	SRS2314188	GSM2684460	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278486	SRX2956987	2017-06-27	162	56	SRR5756873	SRS2314190	GSM2684461	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278485	SRX2956988	2017-06-27	160	54	SRR5756874	SRS2314191	GSM2684462	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278484	SRX2956989	2017-06-27	193	69	SRR5756875	SRS2314192	GSM2684463	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278483	SRX2956990	2017-06-27	82	30	SRR5756876	SRS2314193	GSM2684464	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278482	SRX2956991	2017-06-27	281	98	SRR5756877	SRS2314195	GSM2684465	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278481	SRX2956992	2017-06-27	249	84	SRR5756878	SRS2314194	GSM2684466	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278480	SRX2956993	2017-06-27	284	98	SRR5756879	SRS2314196	GSM2684467	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278479	SRX2956994	2017-06-27	287	99	SRR5756880	SRS2314197	GSM2684468	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278478	SRX2956995	2017-06-27	21	7	SRR5756881	SRS2314199	GSM2684469	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278477	SRX2956996	2017-06-27	62	22	SRR5756882	SRS2314198	GSM2684470	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278476	SRX2956997	2017-06-27	68	25	SRR5756883	SRS2314200	GSM2684471	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278475	SRX2956998	2017-06-27	242	87	SRR5756884	SRS2314201	GSM2684472	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278474	SRX2956999	2017-06-27	166	59	SRR5756885	SRS2314202	GSM2684473	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278473	SRX2957000	2017-06-27	79	27	SRR5756886	SRS2314203	GSM2684474	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278472	SRX2957001	2017-06-27	213	78	SRR5756887	SRS2314204	GSM2684475	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278471	SRX2957002	2017-06-27	223	80	SRR5756888	SRS2314205	GSM2684476	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278470	SRX2957003	2017-06-27	170	56	SRR5756889	SRS2314206	GSM2684477	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278449	SRX2957004	2017-06-27	67	22	SRR5756890	SRS2314207	GSM2684478	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278448	SRX2957005	2017-06-27	122	45	SRR5756891	SRS2314208	GSM2684479	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
